year,region,division,state,population,group,subgroup,metric,val,upper,lower
2006,West,Mountain,Nevada,2449507.472,TOC,Skilled nursing,Spending per capita,195,,
2006,West,Mountain,Nevada,2449507.472,Total,Total,Spending per capita,6680,,
2006,West,Mountain,Nevada,2449507.472,Total,Total,Standardized spending per capita,7206,7499,7006
2006,West,Mountain,New Mexico,1971566.122,Payer,Medicaid,Spending per capita,1381,,
2006,West,Mountain,New Mexico,1971566.122,Payer,Medicaid,Standardized spending per capita,1704,2023,1399
2006,West,Mountain,New Mexico,1971566.122,Payer,Medicare,Spending per capita,1279,,
2006,West,Mountain,New Mexico,1971566.122,Payer,Medicare,Standardized spending per capita,1197,1369,1047
2006,West,Mountain,New Mexico,1971566.122,Payer,OOP and other payers,Spending per capita,2087,,
2006,West,Mountain,New Mexico,1971566.122,Payer,OOP and other payers,Standardized spending per capita,2820,3401,2311
2006,West,Mountain,New Mexico,1971566.122,Payer,Private,Spending per capita,1845,,
2006,West,Mountain,New Mexico,1971566.122,Payer,Private,Standardized spending per capita,2773,3182,2403
2006,West,Mountain,New Mexico,1971566.122,TOC,Dental,Spending per capita,312,,
2006,West,Mountain,New Mexico,1971566.122,TOC,Home health,Spending per capita,225,,
2006,West,Mountain,New Mexico,1971566.122,TOC,Hospital,Spending per capita,2515,,
2006,West,Mountain,New Mexico,1971566.122,TOC,Other TOC,Spending per capita,732,,
2006,West,Mountain,New Mexico,1971566.122,TOC,Other professional,Spending per capita,226,,
2006,West,Mountain,New Mexico,1971566.122,TOC,Pharmaceuticals,Spending per capita,852,,
2006,West,Mountain,New Mexico,1971566.122,TOC,Physician/clinical services,Spending per capita,1448,,
2006,West,Mountain,New Mexico,1971566.122,TOC,Skilled nursing,Spending per capita,254,,
2006,West,Mountain,New Mexico,1971566.122,Total,Total,Spending per capita,6591,,
2006,West,Mountain,New Mexico,1971566.122,Total,Total,Standardized spending per capita,8709,8984,8549
2006,West,Mountain,Utah,2545205.778,Payer,Medicaid,Spending per capita,671,,
2006,West,Mountain,Utah,2545205.778,Payer,Medicaid,Standardized spending per capita,945,1061,823
2006,West,Mountain,Utah,2545205.778,Payer,Medicare,Spending per capita,925,,
2006,West,Mountain,Utah,2545205.778,Payer,Medicare,Standardized spending per capita,1362,1478,1257
2006,West,Mountain,Utah,2545205.778,Payer,OOP and other payers,Spending per capita,1495,,
2006,West,Mountain,Utah,2545205.778,Payer,OOP and other payers,Standardized spending per capita,2682,3052,2365
2006,West,Mountain,Utah,2545205.778,Payer,Private,Spending per capita,2616,,
2006,West,Mountain,Utah,2545205.778,Payer,Private,Standardized spending per capita,4256,4618,3931
2006,West,Mountain,Utah,2545205.778,TOC,Dental,Spending per capita,391,,
2006,West,Mountain,Utah,2545205.778,TOC,Home health,Spending per capita,161,,
2006,West,Mountain,Utah,2545205.778,TOC,Hospital,Spending per capita,1989,,
2006,West,Mountain,Utah,2545205.778,TOC,Other TOC,Spending per capita,510,,
2006,West,Mountain,Utah,2545205.778,TOC,Other professional,Spending per capita,184,,
2006,West,Mountain,Utah,2545205.778,TOC,Pharmaceuticals,Spending per capita,924,,
2006,West,Mountain,Utah,2545205.778,TOC,Physician/clinical services,Spending per capita,1343,,
2006,West,Mountain,Utah,2545205.778,TOC,Skilled nursing,Spending per capita,209,,
2006,West,Mountain,Utah,2545205.778,Total,Total,Spending per capita,5726,,
2006,West,Mountain,Utah,2545205.778,Total,Total,Standardized spending per capita,9341,9534,9219
2006,West,Mountain,Wyoming,536042.4393,Payer,Medicaid,Spending per capita,970,,
2006,West,Mountain,Wyoming,536042.4393,Payer,Medicaid,Standardized spending per capita,973,1131,826
2006,West,Mountain,Wyoming,536042.4393,Payer,Medicare,Spending per capita,1263,,
2006,West,Mountain,Wyoming,536042.4393,Payer,Medicare,Standardized spending per capita,1159,1276,1052
2006,West,Mountain,Wyoming,536042.4393,Payer,OOP and other payers,Spending per capita,2593,,
2006,West,Mountain,Wyoming,536042.4393,Payer,OOP and other payers,Standardized spending per capita,2590,3013,2222
2006,West,Mountain,Wyoming,536042.4393,Payer,Private,Spending per capita,2726,,
2006,West,Mountain,Wyoming,536042.4393,Payer,Private,Standardized spending per capita,3175,3556,2848
2006,West,Mountain,Wyoming,536042.4393,TOC,Dental,Spending per capita,371,,
2006,West,Mountain,Wyoming,536042.4393,TOC,Home health,Spending per capita,77,,
2006,West,Mountain,Wyoming,536042.4393,TOC,Hospital,Spending per capita,3117,,
2006,West,Mountain,Wyoming,536042.4393,TOC,Other TOC,Spending per capita,605,,
2006,West,Mountain,Wyoming,536042.4393,TOC,Other professional,Spending per capita,291,,
2006,West,Mountain,Wyoming,536042.4393,TOC,Pharmaceuticals,Spending per capita,971,,
2006,West,Mountain,Wyoming,536042.4393,TOC,Physician/clinical services,Spending per capita,1721,,
2006,West,Mountain,Wyoming,536042.4393,TOC,Skilled nursing,Spending per capita,378,,
2006,West,Mountain,Wyoming,536042.4393,Total,Total,Spending per capita,7548,,
2006,West,Mountain,Wyoming,536042.4393,Total,Total,Standardized spending per capita,8266,8517,8112
2006,Northeast,New England,Connecticut,3497252.874,Payer,Medicaid,Spending per capita,1418,,
2006,Northeast,New England,Connecticut,3497252.874,Payer,Medicaid,Standardized spending per capita,1107,1219,997
2006,Northeast,New England,Connecticut,3497252.874,Payer,Medicare,Spending per capita,1942,,
2006,Northeast,New England,Connecticut,3497252.874,Payer,Medicare,Standardized spending per capita,1288,1381,1195
2006,Northeast,New England,Connecticut,3497252.874,Payer,OOP and other payers,Spending per capita,2629,,
2006,Northeast,New England,Connecticut,3497252.874,Payer,OOP and other payers,Standardized spending per capita,2115,2306,1931
2006,Northeast,New England,Connecticut,3497252.874,Payer,Private,Spending per capita,3381,,
2006,Northeast,New England,Connecticut,3497252.874,Payer,Private,Standardized spending per capita,2760,2974,2561
2006,Northeast,New England,Connecticut,3497252.874,TOC,Dental,Spending per capita,504,,
2006,Northeast,New England,Connecticut,3497252.874,TOC,Home health,Spending per capita,281,,
2006,Northeast,New England,Connecticut,3497252.874,TOC,Hospital,Spending per capita,2793,,
2006,Northeast,New England,Connecticut,3497252.874,TOC,Other TOC,Spending per capita,824,,
2006,Northeast,New England,Connecticut,3497252.874,TOC,Other professional,Spending per capita,302,,
2006,Northeast,New England,Connecticut,3497252.874,TOC,Pharmaceuticals,Spending per capita,1536,,
2006,Northeast,New England,Connecticut,3497252.874,TOC,Physician/clinical services,Spending per capita,2081,,
2006,Northeast,New England,Connecticut,3497252.874,TOC,Skilled nursing,Spending per capita,1016,,
2006,Northeast,New England,Connecticut,3497252.874,Total,Total,Spending per capita,9363,,
2006,Northeast,New England,Connecticut,3497252.874,Total,Total,Standardized spending per capita,7881,7991,7791
2006,Northeast,New England,Maine,1300823.418,Payer,Medicaid,Spending per capita,1902,,
2006,Northeast,New England,Maine,1300823.418,Payer,Medicaid,Standardized spending per capita,1718,2009,1442
2006,Northeast,New England,Maine,1300823.418,Payer,Medicare,Spending per capita,1803,,
2006,Northeast,New England,Maine,1300823.418,Payer,Medicare,Standardized spending per capita,1185,1300,1075
2006,Northeast,New England,Maine,1300823.418,Payer,OOP and other payers,Spending per capita,2650,,
2006,Northeast,New England,Maine,1300823.418,Payer,OOP and other payers,Standardized spending per capita,2273,2696,1905
2006,Northeast,New England,Maine,1300823.418,Payer,Private,Spending per capita,3087,,
2006,Northeast,New England,Maine,1300823.418,Payer,Private,Standardized spending per capita,3683,4114,3287
2006,Northeast,New England,Maine,1300823.418,TOC,Dental,Spending per capita,391,,
2006,Northeast,New England,Maine,1300823.418,TOC,Home health,Spending per capita,211,,
2006,Northeast,New England,Maine,1300823.418,TOC,Hospital,Spending per capita,3489,,
2006,Northeast,New England,Maine,1300823.418,TOC,Other TOC,Spending per capita,1380,,
2006,Northeast,New England,Maine,1300823.418,TOC,Other professional,Spending per capita,322,,
2006,Northeast,New England,Maine,1300823.418,TOC,Pharmaceuticals,Spending per capita,1228,,
2006,Northeast,New England,Maine,1300823.418,TOC,Physician/clinical services,Spending per capita,1773,,
2006,Northeast,New England,Maine,1300823.418,TOC,Skilled nursing,Spending per capita,619,,
2006,Northeast,New England,Maine,1300823.418,Total,Total,Spending per capita,9451,,
2006,Northeast,New England,Maine,1300823.418,Total,Total,Standardized spending per capita,8907,9180,8728
2006,Northeast,New England,Massachusetts,6426095.368,Payer,Medicaid,Spending per capita,1678,,
2006,Northeast,New England,Massachusetts,6426095.368,Payer,Medicaid,Standardized spending per capita,1474,1659,1292
2006,Northeast,New England,Massachusetts,6426095.368,Payer,Medicare,Spending per capita,1947,,
2006,Northeast,New England,Massachusetts,6426095.368,Payer,Medicare,Standardized spending per capita,1395,1507,1294
2006,Northeast,New England,Massachusetts,6426095.368,Payer,OOP and other payers,Spending per capita,3360,,
2006,Northeast,New England,Massachusetts,6426095.368,Payer,OOP and other payers,Standardized spending per capita,3055,3400,2723
2006,Northeast,New England,Massachusetts,6426095.368,Payer,Private,Spending per capita,3154,,
2006,Northeast,New England,Massachusetts,6426095.368,Payer,Private,Standardized spending per capita,3015,3285,2762
2006,Northeast,New England,Massachusetts,6426095.368,TOC,Dental,Spending per capita,489,,
2006,Northeast,New England,Massachusetts,6426095.368,TOC,Home health,Spending per capita,409,,
2006,Northeast,New England,Massachusetts,6426095.368,TOC,Hospital,Spending per capita,3822,,
2006,Northeast,New England,Massachusetts,6426095.368,TOC,Other TOC,Spending per capita,872,,
2006,Northeast,New England,Massachusetts,6426095.368,TOC,Other professional,Spending per capita,272,,
2006,Northeast,New England,Massachusetts,6426095.368,TOC,Pharmaceuticals,Spending per capita,1218,,
2006,Northeast,New England,Massachusetts,6426095.368,TOC,Physician/clinical services,Spending per capita,2138,,
2006,Northeast,New England,Massachusetts,6426095.368,TOC,Skilled nursing,Spending per capita,858,,
2006,Northeast,New England,Massachusetts,6426095.368,Total,Total,Spending per capita,10122,,
2006,Northeast,New England,Massachusetts,6426095.368,Total,Total,Standardized spending per capita,9741,9964,9591
2006,Northeast,New England,New Hampshire,1282266.718,Payer,Medicaid,Spending per capita,1044,,
2006,Northeast,New England,New Hampshire,1282266.718,Payer,Medicaid,Standardized spending per capita,864,1020,740
2006,Northeast,New England,New Hampshire,1282266.718,Payer,Medicare,Spending per capita,1523,,
2006,Northeast,New England,New Hampshire,1282266.718,Payer,Medicare,Standardized spending per capita,1147,1309,1020
2006,Northeast,New England,New Hampshire,1282266.718,Payer,OOP and other payers,Spending per capita,2673,,
2006,Northeast,New England,New Hampshire,1282266.718,Payer,OOP and other payers,Standardized spending per capita,2144,2488,1835
2006,Northeast,New England,New Hampshire,1282266.718,Payer,Private,Spending per capita,3418,,
2006,Northeast,New England,New Hampshire,1282266.718,Payer,Private,Standardized spending per capita,3297,3810,2916
2006,Northeast,New England,New Hampshire,1282266.718,TOC,Dental,Spending per capita,548,,
2006,Northeast,New England,New Hampshire,1282266.718,TOC,Home health,Spending per capita,199,,
2006,Northeast,New England,New Hampshire,1282266.718,TOC,Hospital,Spending per capita,3154,,
2006,Northeast,New England,New Hampshire,1282266.718,TOC,Other TOC,Spending per capita,612,,
2006,Northeast,New England,New Hampshire,1282266.718,TOC,Other professional,Spending per capita,248,,
2006,Northeast,New England,New Hampshire,1282266.718,TOC,Pharmaceuticals,Spending per capita,1222,,
2006,Northeast,New England,New Hampshire,1282266.718,TOC,Physician/clinical services,Spending per capita,2021,,
2006,Northeast,New England,New Hampshire,1282266.718,TOC,Skilled nursing,Spending per capita,605,,
2006,Northeast,New England,New Hampshire,1282266.718,Total,Total,Spending per capita,8653,,
2006,Northeast,New England,New Hampshire,1282266.718,Total,Total,Standardized spending per capita,7922,8098,7799
2006,Northeast,New England,Rhode Island,1044115.555,Payer,Medicaid,Spending per capita,1937,,
2006,Northeast,New England,Rhode Island,1044115.555,Payer,Medicaid,Standardized spending per capita,1905,2261,1591
2006,Northeast,New England,Rhode Island,1044115.555,Payer,Medicare,Spending per capita,1886,,
2006,Northeast,New England,Rhode Island,1044115.555,Payer,Medicare,Standardized spending per capita,1250,1409,1101
2006,Northeast,New England,Rhode Island,1044115.555,Payer,OOP and other payers,Spending per capita,2501,,
2006,Northeast,New England,Rhode Island,1044115.555,Payer,OOP and other payers,Standardized spending per capita,2652,3070,2275
2006,Northeast,New England,Rhode Island,1044115.555,Payer,Private,Spending per capita,3102,,
2006,Northeast,New England,Rhode Island,1044115.555,Payer,Private,Standardized spending per capita,3591,4060,3147
2006,Northeast,New England,Rhode Island,1044115.555,TOC,Dental,Spending per capita,384,,
2006,Northeast,New England,Rhode Island,1044115.555,TOC,Home health,Spending per capita,208,,
2006,Northeast,New England,Rhode Island,1044115.555,TOC,Hospital,Spending per capita,3252,,
2006,Northeast,New England,Rhode Island,1044115.555,TOC,Other TOC,Spending per capita,1181,,
2006,Northeast,New England,Rhode Island,1044115.555,TOC,Other professional,Spending per capita,266,,
2006,Northeast,New England,Rhode Island,1044115.555,TOC,Pharmaceuticals,Spending per capita,1452,,
2006,Northeast,New England,Rhode Island,1044115.555,TOC,Physician/clinical services,Spending per capita,1826,,
2006,Northeast,New England,Rhode Island,1044115.555,TOC,Skilled nursing,Spending per capita,813,,
2006,Northeast,New England,Rhode Island,1044115.555,Total,Total,Spending per capita,9428,,
2006,Northeast,New England,Rhode Island,1044115.555,Total,Total,Standardized spending per capita,10079,10372,9872
2006,Northeast,New England,Vermont,618382.0146,Payer,Medicaid,Spending per capita,1776,,
2006,Northeast,New England,Vermont,618382.0146,Payer,Medicaid,Standardized spending per capita,1606,1967,1282
2006,Northeast,New England,Vermont,618382.0146,Payer,Medicare,Spending per capita,1551,,
2006,Northeast,New England,Vermont,618382.0146,Payer,Medicare,Standardized spending per capita,1186,1403,988
2006,Northeast,New England,Vermont,618382.0146,Payer,OOP and other payers,Spending per capita,2714,,
2006,Northeast,New England,Vermont,618382.0146,Payer,OOP and other payers,Standardized spending per capita,2359,2916,1898
2006,Northeast,New England,Vermont,618382.0146,Payer,Private,Spending per capita,2781,,
2006,Northeast,New England,Vermont,618382.0146,Payer,Private,Standardized spending per capita,3117,3780,2580
2006,Northeast,New England,Vermont,618382.0146,TOC,Dental,Spending per capita,458,,
2006,Northeast,New England,Vermont,618382.0146,TOC,Home health,Spending per capita,244,,
2006,Northeast,New England,Vermont,618382.0146,TOC,Hospital,Spending per capita,3656,,
2006,Northeast,New England,Vermont,618382.0146,TOC,Other TOC,Spending per capita,710,,
2006,Northeast,New England,Vermont,618382.0146,TOC,Other professional,Spending per capita,297,,
2006,Northeast,New England,Vermont,618382.0146,TOC,Pharmaceuticals,Spending per capita,1092,,
2006,Northeast,New England,Vermont,618382.0146,TOC,Physician/clinical services,Spending per capita,1774,,
2006,Northeast,New England,Vermont,618382.0146,TOC,Skilled nursing,Spending per capita,557,,
2006,Northeast,New England,Vermont,618382.0146,Total,Total,Spending per capita,8798,,
2006,Northeast,New England,Vermont,618382.0146,Total,Total,Standardized spending per capita,9028,9256,8878
2006,West,Pacific,Alaska,674755.7564,Payer,Medicaid,Spending per capita,1696,,
2006,West,Pacific,Alaska,674755.7564,Payer,Medicaid,Standardized spending per capita,1739,2228,1333
2006,West,Pacific,Alaska,674755.7564,Payer,Medicare,Spending per capita,811,,
2006,West,Pacific,Alaska,674755.7564,Payer,Medicare,Standardized spending per capita,1218,1495,1006
2006,West,Pacific,Alaska,674755.7564,Payer,OOP and other payers,Spending per capita,3748,,
2006,West,Pacific,Alaska,674755.7564,Payer,OOP and other payers,Standardized spending per capita,3933,5003,3094
2006,West,Pacific,Alaska,674755.7564,Payer,Private,Spending per capita,3194,,
2006,West,Pacific,Alaska,674755.7564,Payer,Private,Standardized spending per capita,3677,4495,2996
2006,West,Pacific,Alaska,674755.7564,TOC,Dental,Spending per capita,495,,
2006,West,Pacific,Alaska,674755.7564,TOC,Home health,Spending per capita,115,,
2006,West,Pacific,Alaska,674755.7564,TOC,Hospital,Spending per capita,3918,,
2006,West,Pacific,Alaska,674755.7564,TOC,Other TOC,Spending per capita,702,,
2006,West,Pacific,Alaska,674755.7564,TOC,Other professional,Spending per capita,330,,
2006,West,Pacific,Alaska,674755.7564,TOC,Pharmaceuticals,Spending per capita,925,,
2006,West,Pacific,Alaska,674755.7564,TOC,Physician/clinical services,Spending per capita,2663,,
2006,West,Pacific,Alaska,674755.7564,TOC,Skilled nursing,Spending per capita,208,,
2006,West,Pacific,Alaska,674755.7564,Total,Total,Spending per capita,9424,,
2006,West,Pacific,Alaska,674755.7564,Total,Total,Standardized spending per capita,10890,11386,10577
2006,West,Pacific,California,35778438.9,Payer,Medicaid,Spending per capita,1090,,
2006,West,Pacific,California,35778438.9,Payer,Medicaid,Standardized spending per capita,1172,1380,969
2006,West,Pacific,California,35778438.9,Payer,Medicare,Spending per capita,1459,,
2006,West,Pacific,California,35778438.9,Payer,Medicare,Standardized spending per capita,1433,1599,1283
2006,West,Pacific,California,35778438.9,Payer,OOP and other payers,Spending per capita,1865,,
2006,West,Pacific,California,35778438.9,Payer,OOP and other payers,Standardized spending per capita,2257,2681,1875
2006,West,Pacific,California,35778438.9,Payer,Private,Spending per capita,2430,,
2006,West,Pacific,California,35778438.9,Payer,Private,Standardized spending per capita,2787,3145,2453
2006,West,Pacific,California,35778438.9,TOC,Dental,Spending per capita,454,,
2006,West,Pacific,California,35778438.9,TOC,Home health,Spending per capita,250,,
2006,West,Pacific,California,35778438.9,TOC,Hospital,Spending per capita,2273,,
2006,West,Pacific,California,35778438.9,TOC,Other TOC,Spending per capita,396,,
2006,West,Pacific,California,35778438.9,TOC,Other professional,Spending per capita,228,,
2006,West,Pacific,California,35778438.9,TOC,Pharmaceuticals,Spending per capita,914,,
2006,West,Pacific,California,35778438.9,TOC,Physician/clinical services,Spending per capita,1942,,
2006,West,Pacific,California,35778438.9,TOC,Skilled nursing,Spending per capita,310,,
2006,West,Pacific,California,35778438.9,Total,Total,Spending per capita,6845,,
2006,West,Pacific,California,35778438.9,Total,Total,Standardized spending per capita,8017,8246,7877
2006,West,Pacific,Hawaii,1293590.303,Payer,Medicaid,Spending per capita,842,,
2006,West,Pacific,Hawaii,1293590.303,Payer,Medicaid,Standardized spending per capita,849,1032,672
2006,West,Pacific,Hawaii,1293590.303,Payer,Medicare,Spending per capita,1229,,
2006,West,Pacific,Hawaii,1293590.303,Payer,Medicare,Standardized spending per capita,777,907,663
2006,West,Pacific,Hawaii,1293590.303,Payer,OOP and other payers,Spending per capita,2289,,
2006,West,Pacific,Hawaii,1293590.303,Payer,OOP and other payers,Standardized spending per capita,2576,3169,2074
2006,West,Pacific,Hawaii,1293590.303,Payer,Private,Spending per capita,2722,,
2006,West,Pacific,Hawaii,1293590.303,Payer,Private,Standardized spending per capita,3210,3768,2698
2006,West,Pacific,Hawaii,1293590.303,TOC,Dental,Spending per capita,398,,
2006,West,Pacific,Hawaii,1293590.303,TOC,Home health,Spending per capita,140,,
2006,West,Pacific,Hawaii,1293590.303,TOC,Hospital,Spending per capita,2550,,
2006,West,Pacific,Hawaii,1293590.303,TOC,Other TOC,Spending per capita,393,,
2006,West,Pacific,Hawaii,1293590.303,TOC,Other professional,Spending per capita,231,,
2006,West,Pacific,Hawaii,1293590.303,TOC,Pharmaceuticals,Spending per capita,1136,,
2006,West,Pacific,Hawaii,1293590.303,TOC,Physician/clinical services,Spending per capita,1851,,
2006,West,Pacific,Hawaii,1293590.303,TOC,Skilled nursing,Spending per capita,351,,
2006,West,Pacific,Hawaii,1293590.303,Total,Total,Spending per capita,7084,,
2006,West,Pacific,Hawaii,1293590.303,Total,Total,Standardized spending per capita,7653,7908,7501
2006,West,Pacific,Oregon,3669549.49,Payer,Medicaid,Spending per capita,861,,
2006,West,Pacific,Oregon,3669549.49,Payer,Medicaid,Standardized spending per capita,981,1215,756
2006,West,Pacific,Oregon,3669549.49,Payer,Medicare,Spending per capita,1399,,
2006,West,Pacific,Oregon,3669549.49,Payer,Medicare,Standardized spending per capita,1192,1432,980
2006,West,Pacific,Oregon,3669549.49,Payer,OOP and other payers,Spending per capita,2245,,
2006,West,Pacific,Oregon,3669549.49,Payer,OOP and other payers,Standardized spending per capita,2734,3430,2141
2006,West,Pacific,Oregon,3669549.49,Payer,Private,Spending per capita,2741,,
2006,West,Pacific,Oregon,3669549.49,Payer,Private,Standardized spending per capita,3544,4340,2903
2006,West,Pacific,Oregon,3669549.49,TOC,Dental,Spending per capita,475,,
2006,West,Pacific,Oregon,3669549.49,TOC,Home health,Spending per capita,109,,
2006,West,Pacific,Oregon,3669549.49,TOC,Hospital,Spending per capita,2415,,
2006,West,Pacific,Oregon,3669549.49,TOC,Other TOC,Spending per capita,656,,
2006,West,Pacific,Oregon,3669549.49,TOC,Other professional,Spending per capita,269,,
2006,West,Pacific,Oregon,3669549.49,TOC,Pharmaceuticals,Spending per capita,854,,
2006,West,Pacific,Oregon,3669549.49,TOC,Physician/clinical services,Spending per capita,2011,,
2006,West,Pacific,Oregon,3669549.49,TOC,Skilled nursing,Spending per capita,381,,
2006,West,Pacific,Oregon,3669549.49,Total,Total,Spending per capita,7235,,
2006,West,Pacific,Oregon,3669549.49,Total,Total,Standardized spending per capita,8962,9253,8790
2006,West,Pacific,Washington,6367699.794,Payer,Medicaid,Spending per capita,987,,
2006,West,Pacific,Washington,6367699.794,Payer,Medicaid,Standardized spending per capita,1016,1187,845
2006,West,Pacific,Washington,6367699.794,Payer,Medicare,Spending per capita,1275,,
2006,West,Pacific,Washington,6367699.794,Payer,Medicare,Standardized spending per capita,1118,1257,998
2006,West,Pacific,Washington,6367699.794,Payer,OOP and other payers,Spending per capita,2179,,
2006,West,Pacific,Washington,6367699.794,Payer,OOP and other payers,Standardized spending per capita,2403,2784,2043
2006,West,Pacific,Washington,6367699.794,Payer,Private,Spending per capita,2776,,
2006,West,Pacific,Washington,6367699.794,Payer,Private,Standardized spending per capita,3128,3516,2767
2006,West,Pacific,Washington,6367699.794,TOC,Dental,Spending per capita,542,,
2006,West,Pacific,Washington,6367699.794,TOC,Home health,Spending per capita,136,,
2006,West,Pacific,Washington,6367699.794,TOC,Hospital,Spending per capita,2452,,
2006,West,Pacific,Washington,6367699.794,TOC,Other TOC,Spending per capita,455,,
2006,West,Pacific,Washington,6367699.794,TOC,Other professional,Spending per capita,304,,
2006,West,Pacific,Washington,6367699.794,TOC,Pharmaceuticals,Spending per capita,953,,
2006,West,Pacific,Washington,6367699.794,TOC,Physician/clinical services,Spending per capita,1958,,
2006,West,Pacific,Washington,6367699.794,TOC,Skilled nursing,Spending per capita,394,,
2006,West,Pacific,Washington,6367699.794,Total,Total,Spending per capita,7220,,
2006,West,Pacific,Washington,6367699.794,Total,Total,Standardized spending per capita,8065,8288,7926
2006,South,South Atlantic,Delaware,850193.9093,Payer,Medicaid,Spending per capita,1267,,
2006,South,South Atlantic,Delaware,850193.9093,Payer,Medicaid,Standardized spending per capita,1139,1334,963
2006,South,South Atlantic,Delaware,850193.9093,Payer,Medicare,Spending per capita,1785,,
2006,South,South Atlantic,Delaware,850193.9093,Payer,Medicare,Standardized spending per capita,1171,1314,1045
2006,South,South Atlantic,Delaware,850193.9093,Payer,OOP and other payers,Spending per capita,2862,,
2006,South,South Atlantic,Delaware,850193.9093,Payer,OOP and other payers,Standardized spending per capita,2678,3052,2346
2006,South,South Atlantic,Delaware,850193.9093,Payer,Private,Spending per capita,3372,,
2006,South,South Atlantic,Delaware,850193.9093,Payer,Private,Standardized spending per capita,3457,3888,3051
2006,South,South Atlantic,Delaware,850193.9093,TOC,Dental,Spending per capita,456,,
2006,South,South Atlantic,Delaware,850193.9093,TOC,Home health,Spending per capita,198,,
2006,South,South Atlantic,Delaware,850193.9093,TOC,Hospital,Spending per capita,3390,,
2006,South,South Atlantic,Delaware,850193.9093,TOC,Other TOC,Spending per capita,719,,
2006,South,South Atlantic,Delaware,850193.9093,TOC,Other professional,Spending per capita,279,,
2006,South,South Atlantic,Delaware,850193.9093,TOC,Pharmaceuticals,Spending per capita,1410,,
2006,South,South Atlantic,Delaware,850193.9093,TOC,Physician/clinical services,Spending per capita,2244,,
2006,South,South Atlantic,Delaware,850193.9093,TOC,Skilled nursing,Spending per capita,583,,
2006,South,South Atlantic,Delaware,850193.9093,Total,Total,Spending per capita,9312,,
2006,South,South Atlantic,Delaware,850193.9093,Total,Total,Standardized spending per capita,8812,9043,8570
2006,South,South Atlantic,District of Columbia,574530.3867,Payer,Medicaid,Spending per capita,2585,,
2006,South,South Atlantic,District of Columbia,574530.3867,Payer,Medicaid,Standardized spending per capita,2223,2540,1911
2006,South,South Atlantic,District of Columbia,574530.3867,Payer,Medicare,Spending per capita,1747,,
2006,South,South Atlantic,District of Columbia,574530.3867,Payer,Medicare,Standardized spending per capita,1334,1513,1153
2006,South,South Atlantic,District of Columbia,574530.3867,Payer,OOP and other payers,Spending per capita,1465,,
2006,South,South Atlantic,District of Columbia,574530.3867,Payer,OOP and other payers,Standardized spending per capita,1461,1671,1260
2006,South,South Atlantic,District of Columbia,574530.3867,Payer,Private,Spending per capita,5426,,
2006,South,South Atlantic,District of Columbia,574530.3867,Payer,Private,Standardized spending per capita,4484,5082,3914
2006,South,South Atlantic,District of Columbia,574530.3867,TOC,Dental,Spending per capita,455,,
2006,South,South Atlantic,District of Columbia,574530.3867,TOC,Home health,Spending per capita,324,,
2006,South,South Atlantic,District of Columbia,574530.3867,TOC,Hospital,Spending per capita,5673,,
2006,South,South Atlantic,District of Columbia,574530.3867,TOC,Other TOC,Spending per capita,733,,
2006,South,South Atlantic,District of Columbia,574530.3867,TOC,Other professional,Spending per capita,225,,
2006,South,South Atlantic,District of Columbia,574530.3867,TOC,Pharmaceuticals,Spending per capita,996,,
2006,South,South Atlantic,District of Columbia,574530.3867,TOC,Physician/clinical services,Spending per capita,2057,,
2006,South,South Atlantic,District of Columbia,574530.3867,TOC,Skilled nursing,Spending per capita,781,,
2006,South,South Atlantic,District of Columbia,574530.3867,Total,Total,Spending per capita,11265,,
2006,South,South Atlantic,District of Columbia,574530.3867,Total,Total,Standardized spending per capita,10955,11124,10804
2006,South,South Atlantic,Florida,17598856.71,Payer,Medicaid,Spending per capita,816,,
2006,South,South Atlantic,Florida,17598856.71,Payer,Medicaid,Standardized spending per capita,797,919,686
2006,South,South Atlantic,Florida,17598856.71,Payer,Medicare,Spending per capita,2309,,
2006,South,South Atlantic,Florida,17598856.71,Payer,Medicare,Standardized spending per capita,1303,1414,1198
2006,South,South Atlantic,Florida,17598856.71,Payer,OOP and other payers,Spending per capita,2697,,
2006,South,South Atlantic,Florida,17598856.71,Payer,OOP and other payers,Standardized spending per capita,2759,3136,2402
2006,South,South Atlantic,Florida,17598856.71,Payer,Private,Spending per capita,2363,,
2006,South,South Atlantic,Florida,17598856.71,Payer,Private,Standardized spending per capita,2771,3039,2512
2006,South,South Atlantic,Florida,17598856.71,TOC,Dental,Spending per capita,367,,
2006,South,South Atlantic,Florida,17598856.71,TOC,Home health,Spending per capita,307,,
2006,South,South Atlantic,Florida,17598856.71,TOC,Hospital,Spending per capita,2578,,
2006,South,South Atlantic,Florida,17598856.71,TOC,Other TOC,Spending per capita,537,,
2006,South,South Atlantic,Florida,17598856.71,TOC,Other professional,Spending per capita,277,,
2006,South,South Atlantic,Florida,17598856.71,TOC,Pharmaceuticals,Spending per capita,1346,,
2006,South,South Atlantic,Florida,17598856.71,TOC,Physician/clinical services,Spending per capita,2236,,
2006,South,South Atlantic,Florida,17598856.71,TOC,Skilled nursing,Spending per capita,484,,
2006,South,South Atlantic,Florida,17598856.71,Total,Total,Spending per capita,8171,,
2006,South,South Atlantic,Florida,17598856.71,Total,Total,Standardized spending per capita,8196,8443,8032
2006,South,South Atlantic,Georgia,9110506.878,Payer,Medicaid,Spending per capita,841,,
